video_id,url,title,license,relevant,renamed_title,clip_start,clip_end
zVOPDBHEpPc,https://youtu.be/zVOPDBHEpPc,Ship to Hawaii: Shipping Updates (International Hawaii),creativeCommon,False,video_0410.mp4,,
9ucl8OsXqKo,https://youtu.be/9ucl8OsXqKo,Orcas,creativeCommon,False,video_0412.mp4,,
hzD1O0BBOxs,https://youtu.be/hzD1O0BBOxs,Ryhävalas kala-altaassa,creativeCommon,False,video_0413.mp4,,
Mt-vCEnvDhM,https://youtu.be/Mt-vCEnvDhM,KHU VƯỜN BỎ HOANG CỦA MEOWPEO BÂY GIỜ RA SAO KHÁM PHÁ TÍNH NĂNG BỊ LÃNG QUÊN TRONG MINI WORLD,creativeCommon,False,video_0415.mp4,,
Zs8q7bwfEF8,https://youtu.be/Zs8q7bwfEF8,"Fr., 08/10/18 [1Box RT] #27 - 2016 Panini SPECTRA Soccer (Football)",creativeCommon,False,video_0416.mp4,,
o1dxJ-CTyr8,https://youtu.be/o1dxJ-CTyr8,Exponential Growth &amp; Exponential Decay,creativeCommon,False,video_0417.mp4,,
fpPIDGAAJeU,https://youtu.be/fpPIDGAAJeU,Webinar: Improved decision-making for the moana,creativeCommon,False,video_0418.mp4,,
54b3r7OFriA,https://youtu.be/54b3r7OFriA,"What is SCRIMSHAW? What does SCRIMSHAW mean? SCRIMSHAW meaning, definition &amp; explanation",creativeCommon,False,video_0420.mp4,,
bwjyeCqWaVs,https://youtu.be/bwjyeCqWaVs,Dinosaur Submarine 🤿 -  Exploration Games For Sea Curious Children | Kids Learning |  Yateland,creativeCommon,False,video_0421.mp4,,
i1oxr-y6Irc,https://youtu.be/i1oxr-y6Irc,Stories from the Blue: Million Waves Project,creativeCommon,False,video_0422.mp4,,
f7GmxUSciPg,https://youtu.be/f7GmxUSciPg,H5P Dialog Cards,creativeCommon,False,video_0423.mp4,,
cnEIRM9fIq4,https://youtu.be/cnEIRM9fIq4,"What is BAIT BALL? What does BAIT BALL mean? BAIT BALL meaning, definition &amp; explanation",creativeCommon,False,video_0424.mp4,,
K1RzTZI9p5U,https://youtu.be/K1RzTZI9p5U,El Secreto del Sueño: Un mito aborigen australiano de la creación,creativeCommon,False,video_0425.mp4,,
XIhVygewzsM,https://youtu.be/XIhVygewzsM,The World&#39;s Strangest Capital Cities,creativeCommon,False,video_0427.mp4,,
nYGZBz5iqe8,https://youtu.be/nYGZBz5iqe8,#HealyHustle | The Elephant Story - What do Elephants and Real Estate have in common?,creativeCommon,False,video_0428.mp4,,
uL8pTh8exNI,https://youtu.be/uL8pTh8exNI,하와이 캠핑 빅아일랜드 스펜서 비치파크 (Feat. 마할로의 시크릿 비치도 공개합니다),creativeCommon,False,video_0429.mp4,,
NG6uz2OTLUE,https://youtu.be/NG6uz2OTLUE,Sammy&#39;s Science House 11 3 2020 2 25 44 PM,creativeCommon,False,video_0430.mp4,,
