title,renamed_title,url,duration_seconds,occurence_intervals,randomly_sampled_intervals,relevant
CABLE CAR SHUTDOWN: San Francisco's Iconic Cable Cars Will Be Out Of Service For 10 Days,video_0750.mp4,https://youtu.be/mrV1lkUqgwQ,117,,"[53 sec, 68 sec]",FALSE
Dramatic rescue: Georgia beachgoers save dozens of pilot whales,video_0751.mp4,https://youtu.be/LobzZuLxc7U,55,,"[5 sec, 20 sec]",FALSE
Sculpture nga pormang balyena gibida sa mga estudyante sa DCNHS | TV Patrol Southern Mindanao,video_0752.mp4,https://youtu.be/I5MS9j7CKO8,140,,"[44 sec, 59 sec]",FALSE
Flying over Dana Point Harbor | Drone Footage,video_0753.mp4,https://youtu.be/rk4P73PKbPc,74,,"[31 sec, 46 sec]",FALSE
Killer Whales Breach at Sunset | Alaska | Lindblad Expeditions-National Geographic,video_0754.mp4,https://youtu.be/7A2F7uJlazU,87,,"[54 sec, 69 sec]",FALSE
Whale Tattoo by Chris Fernandez | In The Studio Vol. 84,video_0755.mp4,https://youtu.be/-9nKvk5FMic,62,,"[33 sec, 48 sec]",FALSE
Billabong PIPELINE Masters Invitational (RAW FOOTAGE) Day 1 / Part 2,video_0756.mp4,https://youtu.be/k2a8WKLWJoE,666,,"[176 sec, 191 sec]",FALSE
"TRENDING NOW: Cancer bell breaks, The Nutbush Dance, whale rescue, Wienermobile AirBnB",video_0757.mp4,https://youtu.be/jMF74bebuRI,125,,"[72 sec, 87 sec]",FALSE
Operation Milagro VI Web Series - Episode 2: Choices,video_0758.mp4,https://youtu.be/DXM6409fPYo,295,,"[150 sec, 165 sec]",FALSE
Operation Good Pirates of the Caribbean Returns to the Bahamas,video_0759.mp4,https://youtu.be/w0gmyUAZS4o,115,,"[74 sec, 89 sec]",FALSE
"Whale Washed Up In Cornwall On Nare Point, Lizard Peninsular",video_0760.mp4,https://youtu.be/ObgBW8c4jgI,20,,"[0 sec, 15 sec]",FALSE
Extinction Rebellion: what do they actually want? | 7th Oct 2019,video_0761.mp4,https://youtu.be/f0UkyInOLb4,674,,"[289 sec, 304 sec]",FALSE
Would you risk being crushed to save a pod of whales?,video_0762.mp4,https://youtu.be/Uv_ZNuQBiDQ,42,,"[2 sec, 17 sec]",FALSE
"Leopard Seal Vs. Penguin | Seven Worlds, One Planet | BBC America",video_0763.mp4,https://youtu.be/c3L9-ZmDg8s,185,,"[1 sec, 16 sec]",FALSE
SWIMMING WITH MELON HEADED WHALES ON MALDIVES SWIM CAMP,video_0764.mp4,https://youtu.be/qySjInbImdc,35,,"[16 sec, 31 sec]",FALSE
Dolphins Swim Alongside Sightseeing Tour Boat Near Newport Beach,video_0765.mp4,https://youtu.be/e9ztIfQZnvw,47,,"[23 sec, 38 sec]",FALSE
Philippines hosts global writers’ congress as media ‘censored’,video_0766.mp4,https://youtu.be/_w8fweM7Wa8,169,,"[60 sec, 75 sec]",FALSE
Ucluelet Whale Watching & Canoeing,video_0767.mp4,https://youtu.be/0ALPVQAj-Vc,176,,"[125 sec, 140 sec]",FALSE
FULL VIDEO - Sea Shepherd Attacked in Vaquita Refuge on World Wildlife Day,video_0768.mp4,https://youtu.be/h1gqXxjxU-Y,125,,"[19 sec, 34 sec]",FALSE
Djuma: Lone Hyena comes out of treeline - 08:18 - 09/01/19,video_0769.mp4,https://youtu.be/zFDKFBn4Z9c,111,,"[39 sec, 54 sec]",FALSE
La Vista 10 | Querencia | San Jose del Cabo | The Agency Los Cabos Real Estate,video_0770.mp4,https://youtu.be/jNfPS1Pz5js,57,,"[19 sec, 34 sec]",FALSE
"Covid 19 In Kailua Oahu, Hawaii",video_0771.mp4,https://youtu.be/zMJCUx2A0J8,1048,,"[648 sec, 663 sec]",FALSE
"N.J. opens some new beaches, parks and golf courses",video_0772.mp4,https://youtu.be/qRT8aRsYxyQ,125,,"[58 sec, 73 sec]",FALSE
Winter Whales - A Rare Beer Fest,video_0773.mp4,https://youtu.be/D_7VUy30SVE,64,,"[29 sec, 44 sec]",FALSE
60-Feet-Long Dead Whale Washed Ashore On Rajnagar Beach,video_0774.mp4,https://youtu.be/pDgyF9UOcmA,181,,"[16 sec, 31 sec]",FALSE
"Long-beaked Common Dolphins, Monterey Bay  1/20/2020 -4K Video",video_0776.mp4,https://youtu.be/wG6Iuo7NIkA,133,,"[21 sec, 36 sec]",FALSE
New cruise ship terminal: Complete awaiting commissioning,video_0777.mp4,https://youtu.be/s5o6MV-ii3U,229,,"[179 sec, 194 sec]",FALSE
Surfing | Hawaii Playlist | NobodySurf,video_0778.mp4,https://youtu.be/ZM7CgRJ0InM,262,,"[123 sec, 138 sec]",FALSE
Žičara Sljeme - time lapse gradnje 20.03.2020.,video_0779.mp4,https://youtu.be/zulK1gpne3Y,53,,"[0 sec, 15 sec]",FALSE
Providenciales & Sailing to North and Middle Caicos!,video_0780.mp4,https://youtu.be/3Z1v4xMQFZ4,1001,,"[455 sec, 470 sec]",FALSE
"A Taste of The English Riviera, from sea to plate",video_0781.mp4,https://youtu.be/vuLuNIMQW1E,83,,"[62 sec, 77 sec]",FALSE
COOK ISLANDS-AITUTAKI 4K-THE MOST BEAUTIFUL LAGOON,video_0782.mp4,https://youtu.be/NZCkJ5gl7lE,187,,"[3 sec, 18 sec]",FALSE
Orca Guide | Deeeep.io Tutorials,video_0783.mp4,https://youtu.be/mywxGXRX7wM,618,,"[486 sec, 501 sec]",FALSE
Hurricane preparations underway in St. Simons,video_0784.mp4,https://youtu.be/iR9Rz3ytAyY,70,,"[44 sec, 59 sec]",FALSE
"1549 Whitesails Drive, Bowen Island BC",video_0785.mp4,https://youtu.be/WxrKHjRPu14,164,,"[31 sec, 46 sec]",FALSE
Pangaimotu Island. Tonga.,video_0786.mp4,https://youtu.be/jvsePuvn2u8,169,,"[116 sec, 131 sec]",FALSE
【あつ森】初心者に存在しない生き物捕まえるドッキリやってみた,video_0787.mp4,https://youtu.be/TMNCGXioB-c,277,,"[40 sec, 55 sec]",FALSE
Diving the USNS Vandenburg Key West Florida,video_0788.mp4,https://youtu.be/R23xteq5-G0,533,,"[511 sec, 526 sec]",FALSE
Bulgaarse polyfonie lied - Mammoet,video_0789.mp4,https://youtu.be/fNWWTXp4eKo,32,,"[0 sec, 15 sec]",FALSE
Unstoppable Pirahna Swarm FFA - deeeep.io,video_0790.mp4,https://youtu.be/gKQ_WCURrCA,146,,"[36 sec, 51 sec]",FALSE
Deep Blue Ocean Sounds,video_0791.mp4,https://youtu.be/BnKPCOiNGkc,93,,"[29 sec, 44 sec]",FALSE
Dr. Kent Hovind - Quick Announcement - Radio Interview,video_0792.mp4,https://youtu.be/a2KFDp5AWdc,420,,"[207 sec, 222 sec]",FALSE
Palm Beach County Medical Examiner reports 52 more suicides in 2018 compared to 2017,video_0794.mp4,https://youtu.be/HrtSYwHVh74,145,,"[94 sec, 109 sec]",FALSE
Sea Lions - Life By A Whisker - 2020 Trailer,video_0795.mp4,https://youtu.be/Svo1HsVkMz4,91,"[('0:50', '1:00')]",,TRUE
"Humpback whales hunting anchovies, Monterey Bay",video_0796.mp4,https://youtu.be/PSNzMzL6LHQ,94,"[('1:05', '1:20')]",,TRUE
Humpback Whale  - North Sailing,video_0797.mp4,https://youtu.be/hkcQiA9oDr0,48,"[('0:08', '0:23')]",,TRUE
Humpback Whale Roll,video_0798.mp4,https://youtu.be/205IxDsWfJE,30,"[('0:14', '0:29')]",,TRUE
10.12.18 Humpback Whales,video_0799.mp4,https://youtu.be/_ZFKpQtmZ3M,131,"[('0:25', '0:40')]",,TRUE
Stunning footage of humpback whales off Nova Scotia,video_0800.mp4,https://youtu.be/STZz3FixcLA,58,"[('0:00', '0:15')]",,TRUE
"Humpback whales feeding on anchovies with seals and birds, Monterey Bay",video_0801.mp4,https://youtu.be/qynLomhMNjs,91,"[('0:55', '1:12')]",,TRUE
Humpback Whales from kayak,video_0802.mp4,https://youtu.be/BrV6K_lefyE,73,"[('0:40', '0:55')]",,TRUE
Humpback Whales having a laugh - Big Blue Live: Episode 1 - BBC One,video_0804.mp4,https://youtu.be/taJ60kskkns,106,"[('0:00', '0:15')]",,TRUE
Swimming with Humpback Whales in Tonga,video_0806.mp4,https://youtu.be/xy7v3Yb9shQ,457,"[('1:15', '1:32')]",,TRUE
Family rescues humpback whale entangled in fishing nets in Chile,video_0807.mp4,https://youtu.be/KgPLcPAiYEE,47,"[('0:30', '0:45')]",,TRUE
Humpbacks Whales Throughout the Bay,video_0808.mp4,https://youtu.be/7FTqmKssWy4,115,"[('0:00', '0:15')]",,TRUE
"Humpback Whale Takes a Giant Leap, Stuns Boaters Off Cape Henry",video_0809.mp4,https://youtu.be/csm_1p1sU8o,78,"[('1:00', '1:15')]",,TRUE
The MOST CREEPY SOUND!! ever recorded in the deep ocean I Top10,video_0810.mp4,https://youtu.be/J7wBGRY3380,225,,"[8 sec, 23 sec]",FALSE
Top 10 LOUDEST Sounds Ever Heard,video_0811.mp4,https://youtu.be/JEtGdOfrnBA,643,,"[552 sec, 567 sec]",FALSE
TOP 10 LARGEST ANIMALS On The Planet,video_0812.mp4,https://youtu.be/NAGQJTKEQ_s,440,,"[22 sec, 37 sec]",FALSE
'This is Gross': Humpback Whale Carcass Liquids Bubble Up on Samoa Beach,video_0813.mp4,https://youtu.be/pXztGhYJXDI,76,,"[42 sec, 57 sec]",FALSE
RC Adventure Jeep Wrangler Axial SCX10 - The humpback whale rock,video_0814.mp4,https://youtu.be/YjY6PQqqMBg,298,,"[204 sec, 219 sec]",FALSE
Top 10 small pigy animal in world,video_0815.mp4,https://youtu.be/uKMJs4MGMEA,358,,"[309 sec, 324 sec]",FALSE
Iceland: Top 10 Destination,video_0816.mp4,https://youtu.be/xzBSPM2GppA,1080,,"[654 sec, 669 sec]",FALSE
Top 10 Biggest Animal in the World,video_0817.mp4,https://youtu.be/J_UF5cajbxo,322,,"[244 sec, 259 sec]",FALSE
